file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,20,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,3
style.css,21,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,17
style.css,22,css,74afa28c,clairelee-ucsd,2025-01-16,02:51:45,-08:00,2025-01-16T02:51:45-08:00,0,0
style.css,23,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,3
style.css,24,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,17
style.css,25,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,26,css,74afa28c,clairelee-ucsd,2025-01-16,02:51:45,-08:00,2025-01-16T02:51:45-08:00,0,0
style.css,27,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,28,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,29,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,6
style.css,30,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,7
style.css,31,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,21
style.css,32,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,14
style.css,33,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,18
style.css,34,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,14
style.css,35,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,36,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,37,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,14
style.css,38,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,44
style.css,39,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,21
style.css,40,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,41,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,42,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,12
style.css,43,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,46
style.css,44,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,21
style.css,45,css,f5e2b126,clairelee-ucsd,2025-01-23,18:06:49,-08:00,2025-01-23T18:06:49-08:00,0,70
style.css,46,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,47,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,48,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,5
style.css,49,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,13
style.css,50,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,13
style.css,51,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,31
style.css,52,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,8
style.css,53,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,54,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,6
style.css,55,css,14c62f82,clairelee-ucsd,2025-01-17,01:44:49,-08:00,2025-01-17T01:44:49-08:00,0,13
style.css,56,css,3dd95358,clairelee-ucsd,2025-01-16,03:34:34,-08:00,2025-01-16T03:34:34-08:00,0,13
style.css,57,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,30
style.css,58,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,19
style.css,59,css,3dd95358,clairelee-ucsd,2025-01-16,03:34:34,-08:00,2025-01-16T03:34:34-08:00,0,0
style.css,60,css,14c62f82,clairelee-ucsd,2025-01-17,01:44:49,-08:00,2025-01-17T01:44:49-08:00,0,0
style.css,61,css,a79adad7,clairelee-ucsd,2025-02-15,12:38:53,-08:00,2025-02-15T12:38:53-08:00,0,5
style.css,62,css,a79adad7,clairelee-ucsd,2025-02-15,12:38:53,-08:00,2025-02-15T12:38:53-08:00,0,9
style.css,63,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,13
style.css,64,css,14c62f82,clairelee-ucsd,2025-01-17,01:44:49,-08:00,2025-01-17T01:44:49-08:00,0,0
style.css,65,css,14c62f82,clairelee-ucsd,2025-01-17,01:44:49,-08:00,2025-01-17T01:44:49-08:00,0,0
style.css,66,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,7
style.css,67,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,13
style.css,68,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,19
style.css,69,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,70,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,71,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,72,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,2
style.css,73,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,2
style.css,74,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,2
style.css,75,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,2
style.css,76,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,2
style.css,77,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,3
style.css,78,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,16
style.css,79,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,18
style.css,80,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,81,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,82,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,3
style.css,83,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,15
style.css,84,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,85,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,86,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,10
style.css,87,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,13
style.css,88,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,59
style.css,89,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,8
style.css,90,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,91,css,e2d553cd,clairelee-ucsd,2025-03-01,17:09:20,-08:00,2025-03-01T17:09:20-08:00,0,23
style.css,92,css,e2d553cd,clairelee-ucsd,2025-03-01,17:09:20,-08:00,2025-03-01T17:09:20-08:00,0,0
style.css,93,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,8
style.css,94,css,14c62f82,clairelee-ucsd,2025-01-17,01:44:49,-08:00,2025-01-17T01:44:49-08:00,0,13
style.css,95,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,27
style.css,96,css,9ea7e325,clairelee-ucsd,2025-01-31,14:19:15,-08:00,2025-01-31T14:19:15-08:00,0,16
style.css,97,css,14c62f82,clairelee-ucsd,2025-01-17,01:44:49,-08:00,2025-01-17T01:44:49-08:00,0,8
style.css,98,css,14c62f82,clairelee-ucsd,2025-01-17,01:44:49,-08:00,2025-01-17T01:44:49-08:00,0,0
style.css,99,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,3
style.css,100,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,9
style.css,101,css,14c62f82,clairelee-ucsd,2025-01-17,01:44:49,-08:00,2025-01-17T01:44:49-08:00,0,0
style.css,102,css,14c62f82,clairelee-ucsd,2025-01-17,01:44:49,-08:00,2025-01-17T01:44:49-08:00,0,0
style.css,103,css,72c04614,clairelee-ucsd,2025-01-17,02:18:57,-08:00,2025-01-17T02:18:57-08:00,0,0
style.css,104,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,105,css,72c04614,clairelee-ucsd,2025-01-17,02:18:57,-08:00,2025-01-17T02:18:57-08:00,0,0
style.css,106,css,e2d553cd,clairelee-ucsd,2025-03-01,17:09:20,-08:00,2025-03-01T17:09:20-08:00,0,24
style.css,107,css,e2d553cd,clairelee-ucsd,2025-03-01,17:09:20,-08:00,2025-03-01T17:09:20-08:00,0,60
style.css,108,css,e2d553cd,clairelee-ucsd,2025-03-01,17:09:20,-08:00,2025-03-01T17:09:20-08:00,0,13
style.css,109,css,e2d553cd,clairelee-ucsd,2025-03-01,17:09:20,-08:00,2025-03-01T17:09:20-08:00,0,15
style.css,110,css,e2d553cd,clairelee-ucsd,2025-03-01,17:09:20,-08:00,2025-03-01T17:09:20-08:00,0,23
style.css,111,css,e2d553cd,clairelee-ucsd,2025-03-01,17:09:20,-08:00,2025-03-01T17:09:20-08:00,0,30
style.css,112,css,e2d553cd,clairelee-ucsd,2025-03-01,17:09:20,-08:00,2025-03-01T17:09:20-08:00,0,0
style.css,113,css,e2d553cd,clairelee-ucsd,2025-03-01,17:09:20,-08:00,2025-03-01T17:09:20-08:00,0,0
style.css,114,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,14
style.css,115,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,41
style.css,116,css,72c04614,clairelee-ucsd,2025-01-17,02:18:57,-08:00,2025-01-17T02:18:57-08:00,0,0
style.css,117,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,2
style.css,118,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,21
style.css,119,css,72c04614,clairelee-ucsd,2025-01-17,02:18:57,-08:00,2025-01-17T02:18:57-08:00,0,0
style.css,120,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,121,css,72c04614,clairelee-ucsd,2025-01-17,02:18:57,-08:00,2025-01-17T02:18:57-08:00,0,0
style.css,122,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,10
style.css,123,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,14
style.css,124,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,18
style.css,125,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,15
style.css,126,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,13
style.css,127,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,60
style.css,128,css,14c62f82,clairelee-ucsd,2025-01-17,01:44:49,-08:00,2025-01-17T01:44:49-08:00,0,0
style.css,129,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,3
style.css,130,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,13
style.css,131,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,13
style.css,132,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,30
style.css,133,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,134,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,135,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,136,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,16
style.css,137,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,13
style.css,138,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,19
style.css,139,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,25
style.css,140,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,11
style.css,141,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,15
style.css,142,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,25
style.css,143,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,144,css,456ab3ab,clairelee-ucsd,2025-01-17,19:01:12,-08:00,2025-01-17T19:01:12-08:00,0,0
style.css,145,css,d70dcef5,clairelee-ucsd,2025-01-23,00:15:54,-08:00,2025-01-23T00:15:54-08:00,0,0
style.css,146,css,d70dcef5,clairelee-ucsd,2025-01-23,00:15:54,-08:00,2025-01-23T00:15:54-08:00,0,0
style.css,147,css,a79adad7,clairelee-ucsd,2025-02-15,12:38:53,-08:00,2025-02-15T12:38:53-08:00,0,14
style.css,148,css,d70dcef5,clairelee-ucsd,2025-01-23,00:15:54,-08:00,2025-01-23T00:15:54-08:00,0,18
style.css,149,css,d70dcef5,clairelee-ucsd,2025-01-23,00:15:54,-08:00,2025-01-23T00:15:54-08:00,0,9
style.css,150,css,d70dcef5,clairelee-ucsd,2025-01-23,00:15:54,-08:00,2025-01-23T00:15:54-08:00,0,11
style.css,151,css,d70dcef5,clairelee-ucsd,2025-01-23,00:15:54,-08:00,2025-01-23T00:15:54-08:00,0,14
style.css,152,css,d70dcef5,clairelee-ucsd,2025-01-23,00:15:54,-08:00,2025-01-23T00:15:54-08:00,0,20
style.css,153,css,d70dcef5,clairelee-ucsd,2025-01-23,00:15:54,-08:00,2025-01-23T00:15:54-08:00,0,0
style.css,154,css,d70dcef5,clairelee-ucsd,2025-01-23,00:15:54,-08:00,2025-01-23T00:15:54-08:00,0,0
style.css,155,css,a79adad7,clairelee-ucsd,2025-02-15,12:38:53,-08:00,2025-02-15T12:38:53-08:00,0,7
style.css,156,css,d70dcef5,clairelee-ucsd,2025-01-23,00:15:54,-08:00,2025-01-23T00:15:54-08:00,0,20
style.css,157,css,9ea7e325,clairelee-ucsd,2025-01-31,14:19:15,-08:00,2025-01-31T14:19:15-08:00,0,0
style.css,158,css,9ea7e325,clairelee-ucsd,2025-01-31,14:19:15,-08:00,2025-01-31T14:19:15-08:00,0,0
style.css,159,css,a79adad7,clairelee-ucsd,2025-02-15,12:38:53,-08:00,2025-02-15T12:38:53-08:00,0,3
style.css,160,css,9ea7e325,clairelee-ucsd,2025-01-31,14:19:15,-08:00,2025-01-31T14:19:15-08:00,0,13
style.css,161,css,9ea7e325,clairelee-ucsd,2025-01-31,14:19:15,-08:00,2025-01-31T14:19:15-08:00,0,38
style.css,162,css,9ea7e325,clairelee-ucsd,2025-01-31,14:19:15,-08:00,2025-01-31T14:19:15-08:00,0,0
style.css,163,css,9ea7e325,clairelee-ucsd,2025-01-31,14:19:15,-08:00,2025-01-31T14:19:15-08:00,0,0
style.css,164,css,a79adad7,clairelee-ucsd,2025-02-15,12:38:53,-08:00,2025-02-15T12:38:53-08:00,0,3
style.css,165,css,9ea7e325,clairelee-ucsd,2025-01-31,14:19:15,-08:00,2025-01-31T14:19:15-08:00,0,14
style.css,166,css,9ea7e325,clairelee-ucsd,2025-01-31,14:19:15,-08:00,2025-01-31T14:19:15-08:00,0,11
style.css,167,css,9ea7e325,clairelee-ucsd,2025-01-31,14:19:15,-08:00,2025-01-31T14:19:15-08:00,0,11
style.css,168,css,9ea7e325,clairelee-ucsd,2025-01-31,14:19:15,-08:00,2025-01-31T14:19:15-08:00,0,0
style.css,169,css,9ea7e325,clairelee-ucsd,2025-01-31,14:19:15,-08:00,2025-01-31T14:19:15-08:00,0,0
style.css,170,css,a79adad7,clairelee-ucsd,2025-02-15,12:38:53,-08:00,2025-02-15T12:38:53-08:00,0,3
style.css,171,css,9ea7e325,clairelee-ucsd,2025-01-31,14:19:15,-08:00,2025-01-31T14:19:15-08:00,0,11
style.css,172,css,91965636,clairelee-ucsd,2025-02-07,02:50:12,-08:00,2025-02-07T02:50:12-08:00,0,0
style.css,173,css,91965636,clairelee-ucsd,2025-02-07,02:50:12,-08:00,2025-02-07T02:50:12-08:00,0,0
style.css,174,css,91965636,clairelee-ucsd,2025-02-07,02:50:12,-08:00,2025-02-07T02:50:12-08:00,0,19
style.css,175,css,91965636,clairelee-ucsd,2025-02-07,02:50:12,-08:00,2025-02-07T02:50:12-08:00,0,15
style.css,176,css,91965636,clairelee-ucsd,2025-02-07,02:50:12,-08:00,2025-02-07T02:50:12-08:00,0,17
style.css,177,css,a79adad7,clairelee-ucsd,2025-02-15,12:38:53,-08:00,2025-02-15T12:38:53-08:00,0,0
style.css,178,css,91965636,clairelee-ucsd,2025-02-07,02:50:12,-08:00,2025-02-07T02:50:12-08:00,0,17
style.css,179,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,0
style.css,180,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,0
style.css,181,css,a79adad7,clairelee-ucsd,2025-02-15,12:38:53,-08:00,2025-02-15T12:38:53-08:00,0,12
style.css,182,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,11
style.css,183,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,19
style.css,184,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,30
style.css,185,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,18
style.css,186,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,21
style.css,187,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,19
style.css,188,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,8
style.css,189,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,0
style.css,190,css,a79adad7,clairelee-ucsd,2025-02-15,12:38:53,-08:00,2025-02-15T12:38:53-08:00,0,0
style.css,191,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,18
style.css,192,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,17
style.css,193,css,a79adad7,clairelee-ucsd,2025-02-15,12:38:53,-08:00,2025-02-15T12:38:53-08:00,0,12
style.css,194,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,0
style.css,195,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,0
style.css,196,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,0
style.css,197,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,5
style.css,198,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,17
style.css,199,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,15
style.css,200,css,a79adad7,clairelee-ucsd,2025-02-15,12:38:53,-08:00,2025-02-15T12:38:53-08:00,0,0
style.css,201,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,0
style.css,202,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,0
style.css,203,css,a79adad7,clairelee-ucsd,2025-02-15,12:38:53,-08:00,2025-02-15T12:38:53-08:00,0,11
style.css,204,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,13
style.css,205,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,19
style.css,206,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,9
style.css,207,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,13
style.css,208,css,3049966c,clairelee-ucsd,2025-02-07,21:36:42,-08:00,2025-02-07T21:36:42-08:00,0,16
style.css,209,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,0
style.css,210,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,0
style.css,211,css,a79adad7,clairelee-ucsd,2025-02-15,12:38:53,-08:00,2025-02-15T12:38:53-08:00,0,8
style.css,212,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,13
style.css,213,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,9
style.css,214,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,60
style.css,215,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,13
style.css,216,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,14
style.css,217,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,22
style.css,218,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,7
style.css,219,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,0
style.css,220,css,9f016006,clairelee-ucsd,2025-02-07,03:13:27,-08:00,2025-02-07T03:13:27-08:00,0,0
